Name,Tags
Nables Restaurant,"['Palestinian', 'Beverages', 'Snacks']"
Loaded Restaurant,"['American', 'Burgers', 'Sliders']"
Al Arrab Coffee,['Cafe']
Yoko Sizzlers,"['Chinese', 'International', 'Noodles']"
The Flower Shop,['Flowers']
Signature Cafe,"['Cafe', 'International', 'Beverages']"
Tawq Al Yasmin Restaurant,"['Syrian', 'BBQ', 'Grills']"
Salsabeel Cafeteria,"['Burgers', 'Cafeteria']"
Alkhayyam cafe,"['Cafe', 'Sandwiches', 'Burgers']"
The Bloom Room Flowers,['Flowers']
My Bake,['Chocolate']
Order Here Restaurant,"['Burgers', 'International', 'Fast Food']"
Lose And Gain,"['Breakfast', 'Grills', 'International']"
Blackout Coffee,"['Coffee', 'Cafe', 'Cakes']"
Pasta To Go,['Italian']
Twenty Eight Coffee,"['Desserts', 'Cakes', 'Cafe']"
Loaded Restaurant,"['American', 'Burgers', 'Sliders']"
Bu Masaaoud,"['Arabic', 'Shawarma', 'Doner']"
Ground Coffee Shop,"['Cafe', 'Desserts', 'Juices']"
Gluten Free Restaurant,['Healthy']
La Villa Mediterranean Restaurant,"['International', 'Fast Food', 'Sandwiches']"
Extra Shot Roastery,"['Coffee', 'Desserts', 'Beverages']"
3 Amigos,"['Mexican', 'Tacos', 'Beverages']"
Go Green International,"['Accessories ', 'Speciality Store']"
Tiande Qatar,['Speciality Store']
Mistika And Zafaran Restaurant,"['Arabic', 'American', 'Grills', 'Turkish']"
Al Shahoof For Popular Foods,"['Qatari', 'Kebab', 'Grills']"
Royal Roses,['Flowers']
Oca,"['Smoothies', 'Fruits']"
Milan Restaurant,"['Italian', 'Pizza', 'Fast Food']"
Reberu Restaurant,"['Grills', 'Japanese', 'Sushi']"
Luca,"['Pizza', 'Pasta', 'Italian']"
Roots & Herbs,['Cosmetics']
Well On Restaurant,"['Asian', 'Pasta', 'Soup']"
Cavalier Cafe and Lounge,"['International', 'Beverages', 'Cafe']"
Ajeek Restaurant,"['Burgers', 'International', 'American']"
Walter's Coffee Roastery,"['Coffee', 'Cafe']"
Low Calories Restaurant,"['Healthy', 'Coffee']"
Al Ghashamiya Restaurant,"['Arabic', 'Lebanese', 'Turkish']"
Delhi Nahari Restaurant,"['Curry', 'Street food', 'Indian']"
Cafe Noir,"['Beverages', 'Cafe', 'Desserts']"
Blue Beauty Cosmetics Trading,['Cosmetics']
Shawarma House,"['Turkish', 'Shawarma', 'Sandwiches']"
Damage Cafe,"['Desserts', 'Coffee', 'Cafe']"
Wqta,"['Cafe', 'Desserts', 'Juices']"
Koshari Hot,['Egyptian']
Mug Coffee And Roastery,"['Coffee', 'Desserts', 'International']"
Sainsbury's,"['Grocery', 'Supermarket']"
Taste Of Mumbai,"['Breakfast', 'BBQ']"
Sugar And Spice,"['Qatari', 'Cakes', 'Cafe']"
Outlier Specialty Coffee,"['Cafe', 'Desserts', 'Juices']"
Wahet Al Sham,"['Arabic', 'Grills']"
Tea Cup Restaurant,"['Burgers', 'Cafeteria']"
Taste N Treat Restaurant,"['Arabic', 'Asian', 'Indian']"
Othmani Turkish Restaurant,"['Turkish', 'Grills']"
AL Majles AL Diyafa,"['Egyptian', 'Breakfast', 'Grills']"
Nineteen Zero Eight Café,"['Cafe', 'Desserts']"
Le Double A Café,"['Cafe', 'Sandwiches', 'Ice cream']"
Lhardy Cafe,"['Breakfast', 'Cafe', 'Desserts']"
Alduroob Cafe,"['Healthy', 'Cafe', 'Sandwiches']"
Armidough Restaurant,"['Lebanese', 'Arabic']"
Inihaw Time,"['Filipino', 'Asian', 'Noodles']"
Alshaweesh,"['Arabic', 'Shawarma', 'Grills']"
Rota Party,['Specialty Store']
Off Cafe,"['Desserts', 'Cakes', 'Cafe']"
Fusion Tadka Restaurant,"['Indian', 'International', 'Asian', 'Biryani']"
Darb Al Zalaq Kitchen,"['Qatari', 'Mandi', 'Grills']"
Gastronomy,"['Healthy', 'International', 'Cafe', 'Desserts']"
Kebab Yakyaki Restaurant,"['Arabic', 'Beverages', 'Kebab']"
FLIK Cinemas,"['Desserts', 'Beverages', 'Sandwiches']"
Enjoy Restaurant,"['Cafe', 'Beverages', 'Pastries']"
Hatan First Pharmacy,['Pharmacy']
The Coffee Club,"['International', 'Coffee', 'Sandwiches']"
Pinoy Amwaj Restaurant,"['Filipino', 'Breakfast', 'BBQ']"
Champions,"['Burgers', 'Fast Food', 'American']"
Filli Cafe,"['Fast Food', 'Smoothies', 'Sandwiches']"
Syrian House Restaurant,"['Arabic', 'Grills']"
Touch Of Sweets,['Chocolate']
Laura Rayie Trading,['Perfume']
Xuan Tea,"['Coffee', 'Cafe', 'Bubble tea']"
New Sarhad Restaurant,"['Pakistani', 'Mandi', 'Biryani']"
Baumkuchen,"['Cakes', 'Desserts', 'Qatari']"
Kings Coffee Shop,"['Cafe', 'Desserts', 'Fast Food']"
New South Indian Restaurant,"['South indian', 'Biryani', 'Breakfast']"
Verjus Bites,"['Street food', 'Sandwiches']"
Hummus,"['Arabic', 'Bakery', 'Breakfast']"
Sel & Miel,"['Sandwiches', 'French', 'Pastries']"
Cake Bar,"['Cakes', 'Desserts']"
Makkah Cafeteria,"['Burgers', 'Cafeteria']"
Texas Roadhouse,['Steaks']
Top Perfumes,['Perfume']
Madhaq,"['Arabic', 'Pies', 'Bakery']"
Bondi Burgers,"['Street food', 'Sandwiches', 'Asian']"
Desi Tadka,"['Biryani', 'Indian', 'Cafeteria']"
Magic Chef Restaurant,"['Chinese', 'Bowls', 'Dumplings']"
Noble Burgers,"['Burgers', 'Wings', 'American']"
Q al Mandarin,"['Healthy', 'Beverages', 'Sandwiches']"
Turkey Anadol Restaurant,"['Turkish', 'Shawarma', 'Grills']"
Diet Factory,"['Healthy', 'Keto', 'Pizza']"
Indian Grill House Restaurant,"['Kebab', 'Grills']"
The Flowerpot,['Flowers']
The Chippy,"['Pizza', 'Sandwiches', 'Italian']"
Everyday Roastery Coffee,"['Coffee', 'Bakery', 'International']"
Cedar of Lebanon Butchery,"['Specialty Store', 'Supermarket', 'Fresh Meat & Fish', 'Grocery']"
The Public Kitchen,"['Desserts', 'Beverages', 'Cafe']"
Jud Istanbul Grill Restaurant,"['Turkish', 'Shawarma', 'Grills']"
Home made,"['Sandwiches', 'Beverages']"
Shanghai Garden,"['Chinese', 'Asian', 'Noodles']"
Burger and More,"['Burgers', 'Beverages']"
Cerutti il Caffe,['Cafe']
Desert Palace,"['Fast Food', 'Sandwiches', 'Beverages']"
Starlink Accessories & Gadgets,['Electronics']
Jazz Cafe,"['Cafe', 'Desserts', 'Breakfast']"
Lapaz Batchoy,"['Chinese', 'Noodles', 'Seafood']"
Cafe 42,"['Cafe', 'Desserts', 'Juices']"
Healthy Pet Center,['Pet Shop']
Asta,['International']
Mehek,['Indian']
Food Corner,"['Burgers', 'Pizza', 'Pasta']"
Red Umbrella Coffee,"['Cafe', 'Desserts', 'International']"
Le Hamburg,"['American', 'Burgers', 'Fast Food']"
Osha Asian Bistro,"['Asian', 'Korean', 'Thai']"
Burger Corner,"['Burgers', 'Cafeteria']"
Pharmacy & More Groceries,"['Grocery', 'Supermarket']"
Madd W Jazzer Restaurant,"['Grills', 'Sandwiches']"
Masaya Catering,"['Lebanese', 'Arabic']"
Chicken Choice,"['Chicken', 'Beverages', 'Sandwiches']"
Osha Asian Bistro,"['Asian', 'Korean', 'Thai']"
Baskin Robbins 31 Ice Cream,"['Specialty Store', 'Supermarket', 'Grocery', 'Ice Cream']"
Milk 13 Bakery,"['Bakery', 'Breakfast', 'Desserts']"
Lavish,"['Mandi', 'Breakfast', 'Indian']"
Mr Juice,"['Beverages', 'Ice cream', 'Desserts']"
Walm Restaurant,"['Coffee', 'Cafe']"
Lgaima,"['Desserts', 'Pastries']"
Grand Joud Cafe,"['Arabic', 'Grills', 'Qatari']"
Diya Restaurant,['Indian']
Palace of flowers,['Flowers']
Gerry's Grill,"['Filipino', 'Dumplings', 'Bowls']"
Syrian House Restaurant,"['Arabic', 'Grills']"
Lemon Garden Restaurant and Cafe,['Arabic']
Salatat,"['Salad', 'Healthy']"
Chocoloco,"['Cafe', 'Desserts']"
Al Falah Optics,['Optics']
1389 Cafe,"['Cafe', 'Beverages']"
Mr.Kubbah,['Arabic']
Order Here Restaurant,"['Burgers', 'International', 'Fast Food']"
Duhail Food centre,"['Grocery', 'Supermarket']"
Italia Mia Ristorante Pizzeria,"['Italian', 'Pasta', 'Fast Food']"
Indo-Chin,"['Poke', 'Asian', 'Bowls']"
CUE Cafe,"['Ice cream', 'Desserts', 'International']"
Shawarma Palace,"['Shawarma', 'Doner', 'Beverages']"
Dates Bread Cafeteria,"['Qatari', 'Cafeteria', 'Sandwiches']"
FireFly Burger,"['American', 'Burgers', 'Fast Food']"
Rashat Somsom,"['Lebanese', 'Manaqeesh', 'Breakfast']"
Zad Al Khair Dates,"['Specialty Store', 'Supermarket', 'Grocery']"
Healthy Corn,"['Snacks', 'Healthy', 'Beverages']"
Shirvan Metisse,['International']
Al Kheesa Pharmacy,['Pharmacy']
Jabal Lebanon Restaurant,"['Lebanese', 'Arabic', 'Shawarma']"
IndiGrill,"['Indian', 'Snacks', 'Street food']"
Dino Supermarket,"['Grocery', 'Supermarket']"
Toys Corner,"['Specialty Store', 'Toys']"
SUFRA SULTAN  ISTANBUL,"['Turkish', 'Shawarma', 'Grills']"
Dolce Fresco,"['Cafe', 'Qatari', 'Ice cream']"
Ambula,['Asian']
"Mission Noodles, Pearl",['Noodles']
Rawadat Al Hamam Bakery,"['Arabic', 'Grills']"
Mission Grill,"['Grills', 'Turkish']"
KKUM Restaurant,"['Korean', 'Chicken', 'Noodles']"
84 cafe,"['Street food', 'Asian']"
Acai Vibes,"['Acai', 'Healthy', 'Smoothies']"
Pasta Foundry,"['Pasta', 'Italian', 'Healthy']"
Seyidoglu,"['Coffee', 'Cafe']"
Fareej Althaybeen Restaurant,['Qatari']
First Day Burger,"['Burgers', 'Fast Food', 'American']"
Cado Flowers,['Flowers']
Maysoun Restaurant,"['Burgers', 'Italian', 'International']"
Dinara Kasko Pastry Art,"['Cakes', 'Pastries', 'Desserts']"
Ducati Pastries,"['Lebanese', 'Pizza', 'Pastries']"
Rotana,"['Indian', 'BBQ', 'Biryani']"
Roost,"['Fast Food', 'Burgers']"
Trapani Restaurant,"['Pizza', 'Healthy', 'Italian']"
Satkar Restaurant,"['Nepalese', 'Asian']"
Mini Burger,"['Pasta', 'Italian', 'Beverages']"
Ananas Supermarket,"['Grocery', 'Supermarket']"
Earth Roastery Cafe,"['Cafe', 'Beverages', 'Coffee']"
Over The Counter Cafe,"['Cafe', 'Coffee']"
Tasmeem,"['Desserts', 'Chocolate', 'Cakes']"
Kabayan Brewers Specialty Coffee,"['Coffee', 'Cafe']"
Loading Cafeteria,"['BBQ', 'Steaks', 'Fried Chicken']"
Amor Amor,"['Desserts', 'International', 'Ice cream']"
Deccan Deewan Restaurant,"['BBQ', 'Biryani', 'Indian']"
Texas Roadhouse,['Steaks']
Baylasan,['Flowers']
Falcon Cookies,"['Desserts', 'Beverages']"
Myoffice Trading,"['Specialty Store', 'Stationary']"
Everest Cafe,"['Qatari', 'Coffee', 'Cafe']"
Captain Billy,"['Seafood', 'Fish & chips']"
Flow Specialty Coffee,"['Cafe', 'Beverages']"
Rosita's Karinderya at Panaderya,['Seafood']
The Kitchen,"['Healthy', 'Pasta', 'Italian']"
Sago,"['Beverages', 'Milkshakes']"
talabat mart,"['Grocery', 'Supermarket']"
Samona,"['Arabic', 'Pies', 'Sandwiches']"
Cauldron Ice Cream,['Desserts']
Kailash Parbat Express,['Indian']
Shahad Al Jazeera,"['Arabic Sweets', 'Desserts', 'Egyptian']"
Scorpion Cafe,"['Cafe', 'Desserts', 'Beverages']"
Bait Al Daleem,['Pakistani']
Beyond Burgers,"['American', 'Burgers']"
Pink Flamingo,['Toys']
Burgeri,"['Qatari', 'Breakfast', 'Burgers']"
Forno Slider House,['Burgers']
Doha Modern Bakeries,"['Arabic', 'Bakery']"
Koi Pabda,['Asian']
Al Mazaya Carthage Restaurant,"['Tunisian ', 'Grills', 'Sandwiches']"
Shawarma King,"['Grills', 'Snacks', 'Shawarma']"
Beit Beirut Restaurant,"['Lebanese', 'Arabic']"
Dohlicious,"['Cakes', 'Cafe', 'Desserts']"
Jasmin Thai Restaurant,"['Chinese', 'Noodles', 'Seafood']"
Deccan House Restaurant,"['Curry', 'Indian', 'Cafeteria']"
Al Nfnaf,['Flowers']
Tava,"['Burgers', 'Pizza', 'Pasta']"
Karmello,['Chocolate']
Cup of Joe,"['Cafe', 'Desserts', 'Juices']"
Mebro Restaurant,"['Burgers', 'Pizza', 'International']"
Forn AlKabaz For Pies And Pastries,"['Pastries & Sweets', 'Pizza']"
Princely Parks,['Flowers']
Al Masa Electronic Accessories,['Electronics']
Olivio,"['Italian', 'Pasta', 'Fast Food']"
Chicken's House,"['Grills', 'Sandwiches', 'Arabic']"
Al Raha,"['Grocery', 'Convenience Store']"
Zaman Al Sham,"['Qatari', 'Arabic Sweets', 'Desserts']"
Mr. Max Animal Care,['Pet Shop']
Bent Aldeek Restaurant,"['Beverages', 'Fast Food', 'Shawarma']"
Pretty Flower,['Flowers']
Al Jalsa Sweets And Fries,"['Indian', 'Asian', 'Beverages']"
Thunder Shrimp,"['American', 'Burgers', 'Seafood']"
Al Ezz Popular Food Kitchens,"['Grills', 'Egyptian', 'Arabic']"
Alfarih Bakery,"['Bakery', 'Lebanese', 'Arabic']"
V2 Coffee,"['Juices', 'Coffee', 'Breakfast']"
Pisces Seafood Restaurant,"['Seafood', 'Grills']"
Layali Aden Restaurant,['Arabic']
Sea Bar Restaurant,"['Arabic', 'Filipino']"
Chopin,"['Chocolate', 'Arabic Sweets', 'Desserts']"
Tasty bell,"['Burgers', 'Cafeteria']"
Batteel Café,"['Cafe', 'Arabic', 'International']"
Kebab Yakyaki Restaurant,"['Arabic', 'Beverages', 'Kebab']"
Royal Shezan Restaurant,"['Asian', 'Biryani', 'Street food']"
Creams Restaurant,"['Arabic', 'Bakery']"
Dolce Fresco,"['Cafe', 'Qatari', 'Ice cream']"
Al Watan Kitchen,"['Qatari', 'Mandi', 'Grills']"
Melting Chocolate Castle Coffee Shop,"['Beverages', 'Desserts']"
Ona Indian Food,['Indian']
Blueberry Health Care International,['Pharmacy']
Top Burger Original,['Burgers']
Express Way Trading,['Electronics']
91° cafe,"['Cafe', 'Coffee']"
Mama Suad,"['Qatari', 'Arabic', 'Middle eastern']"
Mansaf Jordanian House,"['Jordanian', 'BBQ', 'Grills']"
Shwaiat Al Khalij,"['Qatari', 'Arabic', 'Grills']"
Saj Boutique,"['Arabic', 'Sandwiches', 'Lebanese']"
Makaya Chocolate And Flowers,['Desserts']
Reboost Restaurant,"['Healthy', 'Beverages', 'Desserts']"
Baskin Robbins,"['Ice cream', 'Desserts']"
Menemen Restaurant,"['Arabic', 'Grills', 'Turkish']"
Shawarma Al Zaem,"['Arabic', 'Shawarma', 'Sandwiches']"
O Burger,"['American', 'Burgers', 'Fast Food']"
Argansus Trading,['Cosmetics']
Oasis Restaurant,"['Cakes', 'Fruits', 'Desserts']"
The Hub,"['Grocery', 'Supermarket']"
Trabzon Restaurant,"['Turkish', 'BBQ', 'Grills']"
Mind Cafe,"['Burgers', 'Beverages']"
Breakfast Fix,"['Sandwiches', 'Desserts', 'Breakfast']"
The Great Asian Restaurant,['Asian']
Tandoor,"['Biryani', 'Grills', 'Indian']"
Shish W Tawook,"['Arabic', 'Grills']"
Turkish Barbecue House,"['Turkish', 'Grills']"
Athwaq Liftair And Mashawy,"['Grills', 'Arabic', 'BBQ']"
Smile Lips,['Grocery']
Arkan Restaurant,"['Sandwiches', 'Turkish', 'Shawarma & Doner']"
Zaitoon Restaurant & Grills,"['Breakfast', 'Indian', 'Asian']"
Quppa Cafe,"['Cafe', 'Desserts', 'International']"
Layali Aden Restaurant,['Arabic']
Aroma Restaurant,"['Chinese', 'Biryani', 'Street food']"
Meryem Hanim For Trading Coffee,"['Speciality Store', 'Coffee']"
Snacky,"['Grocery', 'Specialty Store', 'Supermarket']"
Scary burger,"['Burgers', 'Pasta', 'Fast Food']"
Al Jahis Pharmacy,['Pharmacy']
Sheikh Alkar Restaurant,"['BBQ', 'Shawarma', 'Pastries', 'Syrian']"
Seef Lusail Pastries,"['Manaqeesh', 'Lebanese', 'Snacks']"
Rusk Artisanal Bakery,"['Qatari', 'Beverages', 'Burgers']"
Chubby Balls,"['American', 'Breakfast', 'Desserts']"
Addiction Coffee Shop,"['Cafe', 'Desserts', 'Juices']"
Love Burger,"['Burgers', 'International', 'Beverages']"
Maki Restaurant,"['Sushi', 'Soup']"
Thabakh Aldahbi,"['Qatari', 'Mandi', 'Biryani']"
Burgerhood,"['Street food', 'Arabic', 'Asian']"
New South Indian Restaurant,"['South indian', 'Biryani', 'Breakfast']"
Shawerma Boutique,"['Doner', 'Street food']"
Ankara Pastries,"['Turkish', 'Shawarma & Doner', 'Grills']"
Saasna Restaurant,"['BBQ', 'Seafood', 'Qatari']"
Plan B,"['Burgers', 'Beverages', 'American']"
Burger And Burmait,"['American', 'Burgers']"
Chef Al Shawarma,['Arabic']
Total Care Pharmacy,['Pharmacy']
Al Diwan Catering,"['Qatari', 'Biryani', 'Grills']"
Candy and More,"['Flowers', 'Cafe', 'Chocolate']"
Cloud & Co.,"['Gelato', 'Cafe', 'Desserts']"
Jaldi Jaldi,"['Fried Chicken', 'Indian', 'Snacks']"
La Villa Mediterranean Restaurant,"['International', 'Fast Food', 'Sandwiches']"
More Desserts,"['Arabic Sweets', 'Cafe']"
Shanab Cafe,"['Noodles', 'Beverages']"
La Gelateria Fina,"['Crepes', 'Cafe', 'Desserts']"
Mr. Crab,"['Grills', 'Sushi', 'American']"
Tasty Rooster Restaurant,"['Asian', 'Biryani', 'Street food']"
Rusk Artisanal Bakery,"['Qatari', 'Beverages', 'Burgers']"
NEW AL SHOUROOK SWEETS & BAKERIES,"['Bakery', 'Sandwiches', 'Desserts']"
Lailatna,['Flowers']
Bakery And More,"['Pastries', 'Sandwiches']"
Rawabi Al Sham Restaurant,"['Qatari', 'Burgers', 'Chicken']"
Venus International,['Accessories ']
Mado Turkey,"['Turkish', 'International', 'Ice Cream']"
Equo Trading,['Cosmetics']
Qinwan,"['Specialty Store', 'Supermarket', 'Convenience Store', 'Nuts & Dried Fruit', 'Grocery']"
Bella Napoli Restaurant,"['Pizza', 'Breakfast', 'Italian']"
Hdyati Flower Shop,['Flowers']
Fleurs et Café,"['Coffee', 'Cafe']"
Sema Restaurant,"['Turkish', 'Arabic', 'Lebanese']"
Burger Street,"['American', 'Burgers', 'Hot Dogs']"
Karak Mqanes Signature,['Arabic']
Bubblelicious Cafe,"['Bubble tea', 'Juices']"
Khan L Konafa,"['Arabic Sweets', 'Cakes', 'Cafe']"
Verjus Bites,"['Street food', 'Sandwiches']"
Doha Dates,"['Specialty Store', 'Supermarket', 'Nuts & Dried Fruit', 'Grocery']"
WALEMA,['Qatari']
The French Olive,"['Pizza', 'Healthy', 'Mediterranean']"
Lebanon Modern Bakery,"['Egyptian', 'Desserts']"
Le Gout Coffee,"['Cafe', 'Coffee']"
Boba Cha Cafe,"['Noodles', 'Beverages']"
Eli France Cafe,"['Sandwiches', 'BBQ', 'Breakfast']"
LADIVA Chocolatier and Cafe,"['Coffee', 'Cafe', 'Desserts']"
Chowking,"['Asian', 'Noodles', 'Fish & chips']"
Alhalal Bakery,"['Tunisian ', 'Manaqeesh', 'Bakery']"
Villa Beirut,"['Lebanese', 'Pizza', 'Arabic']"
So Souffle Bakery,"['Cafe', 'Waffles']"
Al Rif Al Yemeni,"['Yemeni', 'Breakfast', 'Desserts']"
Mutabbaq And Saj,"['Qatari', 'Shawarma', 'Grills']"
Lebami Trading And contracting,['Electronics']
Vesuvius Pizza,"['Italian', 'Pizza']"
Blue Flowers,['Flowers']
Celtel Phones International,['Electronics']
Arabian Mandhi,"['Arabic', 'Mandi', 'Grills']"
Noora Cafe,"['Breakfast', 'Qatari']"
Pinkberry,"['Desserts', 'Ice Cream', 'Frozen Yogurt']"
Khan L Konafa,"['Arabic Sweets', 'Cakes', 'Cafe']"
Jabri Sweets and Restaurant,"['Qatari', 'Arabic Sweets', 'Mandi']"
Triangle,['American']
Detox Natural Juice,['Juices']
Baumkuchen,"['Cakes', 'Desserts', 'Qatari']"
The Garden Village Restaurant,"['Breakfast', 'Indian']"
Delhi Chaat,"['Breakfast', 'BBQ']"
Bella Napoli Restaurant,"['Pizza', 'Breakfast', 'Italian']"
Tuzzut Online Shopping,"['Electronics', 'Specialty Store']"
New Kamayan Restaurant,"['Filipino', 'Noodles']"
Crack Cafe,"['Cafe', 'Sandwiches', 'Salad']"
FLIK Cinemas,"['Desserts', 'Beverages', 'Sandwiches']"
Hollywood Stars,"['Fast Food', 'Sandwiches', 'Pasta']"
MiniMe Pancakes,"['Pancakes', 'Breakfast', 'Desserts']"
Zaitoon Restaurant & Grills,"['Breakfast', 'Indian', 'Asian']"
Baba Tea,"['Sandwiches', 'Burgers']"
Lhardy Cafe,"['Breakfast', 'Cafe', 'Desserts']"
Segafredo Zanetti Espresso,"['Ice cream', 'Desserts', 'Coffee']"
Iris,"['American', 'Burgers', 'Fast Food']"
Bent Aldeek Restaurant,"['Beverages', 'Fast Food', 'Shawarma']"
The Public Kitchen,"['Desserts', 'Beverages', 'Cafe']"
Aljudy,['Speciality Store']
Oriental bowl,"['Curry', 'Indian', 'Bowls']"
Tche Tche Express Restaurant,"['Sandwiches', 'Desserts', 'Pizza']"
Cheat Burger,"['American', 'Burgers', 'Fast Food']"
Eat Pasta,"['Italian', 'Pizza', 'Fast Food']"
Namma Aachi Restaurant,"['Indian', 'Chinese', 'Asian']"
LaRosa Sweets,"['Desserts', 'Chocolate']"
1948 Restaurant,"['American', 'Burgers', 'Fast Food']"
Layali Aden Restaurant,['Arabic']
Karak Rafeek Restaurant,"['Sandwiches', 'Asian', 'Cafeteria']"
Star Jubilee Restaurant,"['Asian', 'Soup']"
Verify Specialty Coffee,['Cafe']
Mamlakat Al Sheffaa Pharmacy,['Pharmacy']
Lila Bakery,"['Bakery', 'Desserts', 'Chocolate']"
BakeMart,['Desserts']
Trapani Restaurant,"['Pizza', 'Healthy', 'Italian']"
Food Corner,"['Burgers', 'Pizza', 'Pasta']"
Levan,"['Desserts', 'Cakes']"
Bun Guru Restaurant,"['Qatari', 'Coffee', 'Breakfast']"
The Hub Coffee Shop,"['Cafe', 'Coffee']"
Saasna Restaurant,"['BBQ', 'Seafood', 'Qatari']"
Fait Maison,['International']
Project HotDogs,"['Hot Dogs', 'American', 'Beverages']"
Baha,['Egyptian']
Pastry Lebanons Cedar,"['Lebanese', 'Shawarma', 'Grills']"
Eggs & Shine,"['Breakfast', 'Desserts', 'Wraps']"
La Reina Flowers And Chocolates,"['Flowers', 'Chocolate']"
The Local,"['Arabic', 'Asian', 'Sandwiches']"
Black Tulip Flowers,"['Flowers', 'Specialty Store']"
Fromage,"['Pizza', 'Fast Food', 'Italian']"
Twisted Olive Bistro,"['Breakfast', 'Desserts']"
Ferns N Petals,['Flowers']
Campagnia Caffe,"['Mezze', 'American', 'Breakfast']"
Margherita,"['Pizza', 'Pasta']"
Neon Restaurant,"['American', 'Burgers', 'Pasta']"
Soghaat Sweets & Bakers,"['BBQ', 'Grills']"
Roseyana Flowers & Chocolates,['Flowers']
Blacklist Restaurant,"['Burgers', 'Pasta', 'American']"
Khor Shqiq Bakery,"['Bakery', 'Bakery', 'Arabic']"
Marmaris Turkish Restaurant,"['Turkish', 'Pastries', 'Grills']"
Copacabana Restaurant,"['Seafood', 'Kebab']"
Reboost Restaurant,"['Healthy', 'Beverages', 'Desserts']"
Isfahan Night's Restaurant,"['Seafood', 'Mandi']"
Nagham Cafe,['Cafe']
Mission Salad,['Salad']
Profiles,"['Breakfast', 'Cafe', 'Desserts', 'Cakes']"
Mazzraty,"['Grocery', 'Supermarket', 'Fresh Meat & Fish']"
Panama Coffee,"['Coffee', 'Cafe', 'Cakes']"
Khaneen Restaurant,"['Qatari', 'Mandi', 'Grills']"
Bakery And Pastry Almaalm,"['Pastries', 'Manaqeesh', 'Bakery']"
Soy By Sato Resturant,"['Asian', 'Japanese']"
Ocean Basket Restaurant,"['Seafood', 'Fish & chips']"
Diet House,"['Healthy', 'Breakfast', 'Qatari']"
Jarnen,"['Mezze', 'Grills', 'Lebanese']"
Earth,"['Cafe', 'Desserts', 'Beverages']"
The Vembanad Restaurant,"['Indian', 'Curry', 'Biryani']"
Sago,"['Beverages', 'Milkshakes']"
Cuppers Coffee,"['Cafe', 'Desserts']"
Al Maqanes Kitchen,"['Seafood', 'Qatari', 'Mandi']"
Lahore Biryani Restaurant,['Pakistani']
Vision Mart,"['Grocery', 'Convenience Store']"
Kalimera Cafeteria,"['Desserts', 'Cakes', 'Cafe']"
Argan Restaurant,"['Manaqeesh', 'Grills', 'Arabic']"
Revan Sweets And Flowers,"['Flowers', 'Grocery', 'Specialty Store', 'Supermarket', 'Chocolate']"
Vukamvillia,"['Flowers', 'Chocolate']"
Earth Roastery,"['Specialty Store', 'Supermarket', 'Roastery', 'Grocery']"
Kanari Al Sham,"['Syrian', 'Grills', 'Sandwiches']"
Mama's Chicken,"['Burgers', 'Fast Food']"
Albayt Alfarsi Restaurant,"['Iranian', 'Arabic', 'Grills']"
Vamos Cafe,"['Pizza', 'Chicken', 'Cafe']"
Al Zarka Premium Restarant,"['Breakfast', 'Burgers', 'Pasta']"
Sanaa Qahwti,"['Specialty Store', 'Supermarket', 'Roastery', 'Grocery']"
Jamavar,"['Indian', 'Curry', 'Biryani']"
Al Khaier Bakery,"['Pizza', 'Arabic', 'Breakfast']"
Falafel Fayda,"['Turkish', 'Shawarma', 'Pies']"
Qatar Cancer Society,['Charity ']
Melaf Phone Time,['Electronics']
Oh La la Creperie,"['Desserts', 'Crepes', 'Breakfast']"
AlBait Alkuwaiti,"['Grills', 'Arabic', 'Asian']"
Alrai Pastry Bakery,"['Bakery', 'Pastries', 'Arabic']"
Alnar Restaurant,"['Lebanese', 'Pizza', 'Sandwiches']"
Pistach & More,"['Desserts', 'Cakes']"
Cuisines Catering,"['International', 'Desserts']"
La Chandelle,"['Cafe', 'Desserts']"
Mooyah,"['Fast Food', 'American', 'Burgers']"
Fantasy Events Where Cakes Become Art,"['Desserts', 'Chocolate', 'Cakes']"
Sweet Station,"['Desserts', 'Chocolate', 'Arabic Sweets']"
Top Star Restaurant,"['Sandwiches', 'Asian', 'Fast Food']"
Solez Trading,['Pharmacy']
The Curry House,"['Curry', 'Indian', 'Vegetarian']"
Ratio Cafe,"['Coffee', 'Cafe', 'Cakes']"
Pasta Alfreej,"['Italian', 'Pizza', 'Pasta']"
Dip N Dip,"['Desserts', 'International', 'Pancakes']"
Chennai Restaurant,"['Chinese', 'Biryani', 'Street food']"
Dean & David,"['Salad', 'Healthy', 'Thai']"
Ciao,"['Breakfast', 'Italian', 'Arabic']"
Petunia Flowers And Gifts,['Flowers']
Sel & Miel,"['Sandwiches', 'French', 'Pastries']"
Al Ahmadani Medical Service,['Cosmetics']
Bin Al Yemen Trading,"['Specialty Store', 'Supermarket', 'Roastery', 'Grocery']"
Tea Break Cafe,"['Grills', 'BBQ']"
Al Dhahie Trading Center,"['Specialty Store', 'Pharmacy', 'Supermarket', 'Grocery']"
Season Restaurant  (Al Sadd),"['Burgers', 'Fast Food']"
Samsung by RP Tech,['Electronics']
On Drive,['Arabic']
Deeb Trading Flowers & Chocolates,['Flowers']
Quick Burger,"['Burgers', 'Fast Food']"
Rolex Restaurant,"['Sandwiches', 'Indian', 'BBQ', 'Curry']"
